resultId,raceId,driverId,constructorId,number,grid,position,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
24505,1024,847,3,63,18,\N,20,0,34,\N,\N,29,20,1:48.285,168.322,4
24506,1025,1,131,44,2,1,1,26,53,1:33:38.992,5618992,51,1,1:35.761,219.847,1
24507,1025,822,131,77,4,2,2,18,53,+3.829,5622821,50,3,1:36.316,218.580,1
24508,1025,844,6,16,1,3,3,15,53,+5.212,5624204,52,2,1:36.193,218.860,1
24509,1025,830,9,33,9,4,4,12,53,+14.210,5633202,47,5,1:36.937,217.180,1
24510,1025,848,9,23,0,5,5,10,53,+38.348,5657340,50,4,1:36.762,217.573,1
24511,1025,832,1,55,5,6,6,8,53,+45.889,5664881,53,6,1:38.020,214.780,1
24512,1025,815,211,11,11,7,7,6,53,+48.728,5667720,49,7,1:38.043,214.730,1
24513,1025,846,1,4,7,8,8,4,53,+57.749,5676741,52,11,1:38.301,214.166,1
24514,1025,825,210,20,13,9,9,2,53,+58.779,5677771,53,8,1:38.130,214.539,1
24515,1025,807,4,27,6,10,10,1,53,+59.841,5678833,53,12,1:38.519,213.692,1
24516,1025,840,211,18,14,11,11,0,53,+1:00.821,5679813,53,15,1:38.611,213.493,1
24517,1025,826,5,26,19,12,12,0,53,+1:02.496,5681488,52,9,1:38.228,214.325,1
24518,1025,8,51,7,15,13,13,0,53,+1:08.910,5687902,51,13,1:38.589,213.541,1
24519,1025,842,5,10,16,14,14,0,53,+1:10.076,5689068,51,14,1:38.606,213.504,1
24520,1025,841,51,99,12,15,15,0,53,+1:13.346,5692338,51,16,1:38.696,213.309,1
24521,1025,9,3,88,18,\N,16,0,28,\N,\N,24,19,1:42.327,205.740,23
24522,1025,847,3,63,17,\N,17,0,27,\N,\N,18,18,1:41.705,206.998,23
24523,1025,20,6,5,3,\N,18,0,26,\N,\N,16,10,1:38.245,214.288,75
24524,1025,817,4,3,10,\N,19,0,24,\N,\N,22,17,1:41.284,207.859,4
24525,1025,154,210,8,8,\N,20,0,0,\N,\N,\N,0,\N,\N,4
24526,1026,822,131,77,3,1,1,25,52,1:21:46.755,4906755,49,4,1:31.862,227.571,1
24527,1026,20,6,5,1,2,2,18,52,+13.343,4920098,38,5,1:32.122,226.929,1
24528,1026,1,131,44,4,3,3,16,52,+13.858,4920613,45,1,1:30.983,229.770,1
24529,1026,848,9,23,6,4,4,12,52,+59.537,4966292,36,8,1:32.775,225.332,1
24530,1026,832,1,55,7,5,5,10,52,+1:09.101,4975856,46,12,1:33.563,223.434,1
24531,1026,844,6,16,2,6,6,8,51,\N,\N,48,2,1:31.611,228.195,11
24532,1026,842,5,10,9,7,7,6,51,\N,\N,43,17,1:35.321,219.313,11
24533,1026,815,211,11,17,8,8,4,51,\N,\N,46,7,1:32.621,225.706,11
24534,1026,840,211,18,12,9,9,2,51,\N,\N,26,14,1:34.713,220.721,11
24535,1026,826,5,26,14,10,10,1,51,\N,\N,47,10,1:33.239,224.210,11
24536,1026,846,1,4,8,11,11,0,51,\N,\N,31,13,1:34.116,222.121,11
24537,1026,8,51,7,13,12,12,0,51,\N,\N,50,9,1:33.190,224.328,11
24538,1026,154,210,8,10,13,13,0,51,\N,\N,18,16,1:34.988,220.082,11
24539,1026,841,51,99,11,14,14,0,51,\N,\N,51,6,1:32.369,226.322,11
24540,1026,825,210,20,19,15,15,0,51,\N,\N,49,3,1:31.732,227.894,11
24541,1026,847,3,63,18,16,16,0,50,\N,\N,27,18,1:35.458,218.998,12
24542,1026,9,3,88,0,16,17,0,50,\N,\N,44,19,1:36.332,217.012,12
24543,1026,830,9,33,5,\N,18,0,14,\N,\N,10,20,1:37.249,214.965,23
24544,1026,817,4,3,16,\N,19,0,51,\N,\N,48,11,1:33.481,223.630,2
24545,1026,807,4,27,15,\N,20,0,51,\N,\N,47,15,1:34.921,220.237,2
24546,1027,1,131,44,3,1,1,25,71,1:36:48.904,5808904,66,4,1:19.461,194.993,1
24547,1027,20,6,5,2,2,2,18,71,+1.766,5810670,68,3,1:19.381,195.190,1
24548,1027,822,131,77,6,3,3,15,71,+3.553,5812457,66,5,1:19.494,194.912,1
24549,1027,844,6,16,1,4,4,13,71,+6.368,5815272,53,1,1:19.232,195.557,1
24550,1027,848,9,23,5,5,5,10,71,+21.399,5830303,48,2,1:19.325,195.328,1
24551,1027,830,9,33,4,6,6,8,71,+1:08.807,5877711,65,11,1:20.406,192.702,1
24552,1027,815,211,11,11,7,7,6,71,+1:13.819,5882723,70,12,1:20.485,192.512,1
24553,1027,817,4,3,13,8,8,4,71,+1:14.924,5883828,53,9,1:20.146,193.327,1
24554,1027,842,5,10,10,9,9,2,70,\N,\N,53,6,1:19.530,194.824,11
24555,1027,807,4,27,12,10,10,1,70,\N,\N,59,14,1:20.791,191.783,11
24556,1027,826,5,26,9,11,11,0,70,\N,\N,48,7,1:19.905,193.910,11
24557,1027,840,211,18,16,12,12,0,70,\N,\N,68,15,1:20.922,191.473,11
24558,1027,832,1,55,7,13,13,0,70,\N,\N,66,10,1:20.311,192.929,11
24559,1027,841,51,99,15,14,14,0,70,\N,\N,65,16,1:21.014,191.255,11
24560,1027,825,210,20,17,15,15,0,69,\N,\N,53,20,1:21.682,189.691,12
24561,1027,847,3,63,19,16,16,0,69,\N,\N,69,17,1:21.286,190.615,12
24562,1027,154,210,8,18,17,17,0,69,\N,\N,68,18,1:21.581,189.926,12
24563,1027,9,3,88,20,18,18,0,69,\N,\N,63,13,1:20.696,192.009,12
24564,1027,8,51,7,14,\N,19,0,58,\N,\N,55,8,1:20.082,193.481,25
24565,1027,846,1,4,8,\N,20,0,48,\N,\N,46,19,1:21.643,189.782,54
24626,1031,822,131,77,1,1,1,25,71,1:30:55.739,5455739,68,2,1:07.657,229.758,1
24566,1028,822,131,77,1,1,1,25,56,1:33:55.653,5635653,37,2,1:36.957,204.696,1
24567,1028,1,131,44,5,2,2,18,56,+4.148,5639801,26,7,1:38.446,201.600,1
24568,1028,830,9,33,3,3,3,15,56,+5.002,5640655,42,5,1:38.214,202.077,1
24569,1028,844,6,16,4,4,4,13,56,+52.239,5687892,44,1,1:36.169,206.374,1
24570,1028,848,9,23,6,5,5,10,56,+1:18.038,5713691,42,3,1:38.029,202.458,1
24571,1028,817,4,3,9,6,6,8,56,+1:30.366,5726019,28,14,1:40.564,197.354,1
24572,1028,846,1,4,8,7,7,6,56,+1:30.764,5726417,44,4,1:38.074,202.365,1
24573,1028,832,1,55,7,8,8,4,55,\N,\N,44,15,1:40.844,196.806,11
24574,1028,807,4,27,11,9,9,2,55,\N,\N,47,6,1:38.437,201.619,11
24575,1028,815,211,11,0,10,10,1,55,\N,\N,34,11,1:40.165,198.141,11
24576,1028,8,51,7,17,11,11,0,55,\N,\N,46,9,1:39.608,199.249,11
24577,1028,826,5,26,13,12,12,0,55,\N,\N,41,8,1:38.969,200.535,11
24578,1028,840,211,18,14,13,13,0,55,\N,\N,42,13,1:40.380,197.716,11
24579,1028,841,51,99,16,14,14,0,55,\N,\N,41,10,1:39.964,198.539,11
24580,1028,154,210,8,15,15,15,0,55,\N,\N,52,18,1:41.270,195.979,11
24581,1028,842,5,10,10,16,16,0,54,\N,\N,31,16,1:40.850,196.795,22
24582,1028,847,3,63,18,17,17,0,54,\N,\N,54,17,1:41.239,196.039,12
24583,1028,825,210,20,12,18,18,0,52,\N,\N,42,12,1:40.347,197.781,23
24584,1028,9,3,88,19,\N,19,0,31,\N,\N,22,20,1:43.830,191.147,44
24585,1028,20,6,5,2,\N,20,0,7,\N,\N,6,19,1:42.165,194.262,22
24586,1029,830,9,33,1,1,1,25,71,1:33:14.678,5594678,61,2,1:10.862,218.909,1
24587,1029,842,5,10,6,2,2,18,71,+6.077,5600755,65,9,1:12.425,214.185,1
24588,1029,832,1,55,20,3,3,15,71,+8.896,5603574,63,16,1:13.158,212.039,1
24589,1029,8,51,7,8,4,4,12,71,+9.452,5604130,65,15,1:13.135,212.106,1
24590,1029,841,51,99,12,5,5,10,71,+10.201,5604879,49,14,1:13.020,212.440,1
24591,1029,817,4,3,11,6,6,8,71,+10.541,5605219,44,11,1:12.733,213.278,1
24592,1029,1,131,44,3,7,7,6,71,+11.139,5605817,46,3,1:11.082,218.232,1
24593,1029,846,1,4,10,8,8,4,71,+11.204,5605882,63,7,1:12.328,214.472,1
24594,1029,815,211,11,15,9,9,2,71,+11.529,5606207,64,12,1:12.840,212.965,1
24595,1029,826,5,26,16,10,10,1,71,+11.931,5606609,49,8,1:12.385,214.304,1
24596,1029,825,210,20,9,11,11,0,71,+12.732,5607410,65,17,1:13.262,211.738,1
24597,1029,847,3,63,18,12,12,0,71,+13.599,5608277,57,19,1:13.752,210.331,1
24598,1029,154,210,8,7,13,13,0,71,+14.247,5608925,29,18,1:13.619,210.711,1
24599,1029,848,9,23,5,14,14,0,71,+14.927,5609605,52,4,1:11.087,218.217,1
24600,1029,807,4,27,13,15,15,0,71,+18.059,5612737,64,13,1:12.934,212.690,1
24601,1029,9,3,88,19,16,16,0,70,\N,\N,63,20,1:14.553,208.072,11
24602,1029,20,6,5,2,17,17,0,65,\N,\N,51,5,1:11.384,217.309,4
24603,1029,844,6,16,14,18,18,0,65,\N,\N,63,6,1:11.423,217.190,4
24604,1029,840,211,18,17,19,19,0,65,\N,\N,65,10,1:12.603,213.660,22
24605,1029,822,131,77,4,\N,20,0,51,\N,\N,43,1,1:10.698,219.417,131
24606,1030,1,131,44,1,1,1,26,55,1:34:05.715,5645715,53,1,1:39.283,201.387,1
24607,1030,830,9,33,2,2,2,18,55,+16.772,5662487,55,5,1:41.119,197.731,1
24608,1030,844,6,16,3,3,3,15,55,+43.435,5689150,44,4,1:40.442,199.064,1
24609,1030,822,131,77,20,4,4,12,55,+44.379,5690094,31,2,1:39.715,200.515,1
24610,1030,20,6,5,4,5,5,10,55,+1:04.357,5710072,55,3,1:40.128,199.688,1
24611,1030,848,9,23,5,6,6,8,55,+1:09.205,5714920,49,8,1:42.219,195.603,1
24612,1030,815,211,11,10,7,7,6,54,\N,\N,39,11,1:42.639,194.803,11
24613,1030,846,1,4,6,8,8,4,54,\N,\N,50,12,1:43.026,194.071,11
24614,1030,826,5,26,13,9,9,2,54,\N,\N,42,9,1:42.222,195.597,11
24615,1030,832,1,55,8,10,10,1,54,\N,\N,43,7,1:41.294,197.389,11
24616,1030,817,4,3,7,11,11,0,54,\N,\N,51,6,1:41.190,197.592,11
24617,1030,807,4,27,9,12,12,0,54,\N,\N,52,16,1:43.274,193.605,11
24618,1030,8,51,7,17,13,13,0,54,\N,\N,25,14,1:43.142,193.853,11
24619,1030,825,210,20,14,14,14,0,54,\N,\N,22,19,1:43.790,192.642,11
24620,1030,154,210,8,15,15,15,0,54,\N,\N,33,18,1:43.666,192.873,11
24621,1030,841,51,99,16,16,16,0,54,\N,\N,28,15,1:43.256,193.639,11
24622,1030,847,3,63,18,17,17,0,54,\N,\N,50,13,1:43.074,193.981,11
24623,1030,842,5,10,11,18,18,0,53,\N,\N,53,10,1:42.414,195.231,12
24624,1030,9,3,88,19,19,19,0,53,\N,\N,51,20,1:44.500,191.333,12
24625,1030,840,211,18,12,\N,20,0,45,\N,\N,25,17,1:43.326,193.507,23
24627,1031,844,6,16,7,2,2,18,71,+2.700,5458439,64,4,1:07.901,228.933,1
24628,1031,846,1,4,3,3,3,16,71,+5.491,5461230,71,1,1:07.475,230.378,1
24629,1031,1,131,44,5,4,4,12,71,+5.689,5461428,67,3,1:07.712,229.572,1
24630,1031,832,1,55,8,5,5,10,71,+8.903,5464642,63,5,1:07.974,228.687,1
24631,1031,815,211,11,6,6,6,8,71,+15.092,5470831,63,6,1:08.305,227.579,1
24632,1031,842,213,10,12,7,7,6,71,+16.682,5472421,64,11,1:09.025,225.205,1
24633,1031,839,4,31,14,8,8,4,71,+17.456,5473195,64,10,1:08.932,225.509,1
24634,1031,841,51,99,18,9,9,2,71,+21.146,5476885,70,9,1:08.796,225.954,1
24635,1031,20,6,5,11,10,10,1,71,+24.545,5480284,71,8,1:08.623,226.524,1
24636,1031,849,3,6,20,11,11,0,71,+31.650,5487389,63,16,1:09.662,223.146,1
24637,1031,826,213,26,13,12,12,0,69,\N,\N,50,13,1:09.135,224.847,22
24638,1031,848,9,23,4,13,13,0,67,\N,\N,50,7,1:08.432,227.156,40
24639,1031,8,51,7,19,\N,14,0,53,\N,\N,48,12,1:09.031,225.185,36
24640,1031,847,3,63,17,\N,15,0,49,\N,\N,49,14,1:09.317,224.256,32
24641,1031,154,210,8,15,\N,16,0,49,\N,\N,46,17,1:10.228,221.347,23
24642,1031,825,210,20,16,\N,17,0,24,\N,\N,23,20,1:10.720,219.807,23
24643,1031,840,211,18,9,\N,18,0,20,\N,\N,4,18,1:10.326,221.039,5
24644,1031,817,4,3,10,\N,19,0,17,\N,\N,8,19,1:10.610,220.150,25
24645,1031,830,9,33,2,\N,20,0,11,\N,\N,5,15,1:09.351,224.146,40
24646,1032,1,131,44,1,1,1,25,71,1:22:50.683,4970683,68,3,1:06.719,232.989,1
24647,1032,822,131,77,4,2,2,18,71,+13.719,4984402,62,7,1:07.534,230.177,1
24648,1032,830,9,33,2,3,3,15,71,+33.698,5004381,70,2,1:06.145,235.010,1
24649,1032,848,9,23,6,4,4,12,71,+44.400,5015083,67,6,1:07.299,230.981,1
24650,1032,846,1,4,9,5,5,10,71,+1:01.470,5032153,66,5,1:07.193,231.345,1
24651,1032,815,211,11,17,6,6,8,71,+1:02.387,5033070,68,4,1:07.188,231.362,1
24652,1032,840,211,18,12,7,7,6,71,+1:02.453,5033136,65,10,1:07.833,229.162,1
24653,1032,817,4,3,8,8,8,4,71,+1:02.591,5033274,65,9,1:07.832,229.166,1
24654,1032,832,1,55,3,9,9,3,70,\N,\N,68,1,1:05.619,236.894,11
24655,1032,826,213,26,13,10,10,1,70,\N,\N,60,13,1:08.378,227.336,11
24656,1032,8,51,7,16,11,11,0,70,\N,\N,57,14,1:08.382,227.322,11
24657,1032,825,210,20,15,12,12,0,70,\N,\N,69,11,1:08.009,228.569,11
24658,1032,154,210,8,0,13,13,0,70,\N,\N,69,12,1:08.047,228.442,11
24659,1032,841,51,99,19,14,14,0,70,\N,\N,54,15,1:08.512,226.891,11
24660,1032,842,213,10,7,15,15,0,70,\N,\N,69,8,1:07.827,229.183,11
24661,1032,847,3,63,11,16,16,0,69,\N,\N,36,16,1:08.601,226.597,12
24662,1032,849,3,6,18,17,17,0,69,\N,\N,68,17,1:08.806,225.922,12
24663,1032,839,4,31,5,\N,18,0,25,\N,\N,22,18,1:09.321,224.243,25
24664,1032,844,6,16,14,\N,19,0,4,\N,\N,3,19,1:35.379,162.979,130
24665,1032,20,6,5,10,\N,20,0,1,\N,\N,\N,0,\N,\N,130
24666,1033,1,131,44,1,1,1,26,70,1:36:12.473,5772473,70,1,1:16.627,205.823,1
24667,1033,830,9,33,7,2,2,18,70,+8.702,5781175,60,4,1:19.184,199.176,1
24668,1033,822,131,77,2,3,3,15,70,+9.452,5781925,66,2,1:17.665,203.072,1
24669,1033,840,211,18,3,4,4,12,70,+57.579,5830052,68,3,1:18.973,199.708,1
24670,1033,848,9,23,13,5,5,10,70,+1:18.316,5850789,68,5,1:19.440,198.534,1
24671,1033,20,6,5,5,6,6,8,69,\N,\N,49,14,1:20.363,196.254,11
24672,1033,815,211,11,4,7,7,6,69,\N,\N,39,10,1:20.090,196.923,11
24673,1033,817,4,3,11,8,8,4,69,\N,\N,46,7,1:19.532,198.305,11
24674,1033,832,1,55,9,9,9,2,69,\N,\N,68,15,1:20.477,195.976,11
24675,1033,825,210,20,0,10,10,1,69,\N,\N,67,6,1:19.457,198.492,11
24676,1033,844,6,16,6,11,11,0,69,\N,\N,64,16,1:20.821,195.142,11
24677,1033,826,213,26,17,12,12,0,69,\N,\N,51,18,1:20.946,194.841,11
24678,1033,846,1,4,8,13,13,0,69,\N,\N,42,8,1:19.945,197.280,11
24679,1033,839,4,31,14,14,14,0,69,\N,\N,40,13,1:20.261,196.503,11
24680,1033,8,51,7,20,15,15,0,69,\N,\N,67,17,1:20.889,194.978,11
24681,1033,154,210,8,0,16,16,0,69,\N,\N,61,12,1:20.232,196.574,11
24682,1033,841,51,99,19,17,17,0,69,\N,\N,44,11,1:20.096,196.908,11
24683,1033,847,3,63,12,18,18,0,69,\N,\N,67,9,1:19.984,197.184,11
24684,1033,849,3,6,15,19,19,0,65,\N,\N,64,19,1:21.198,194.236,15
24685,1033,842,213,10,10,\N,20,0,15,\N,\N,10,20,1:23.939,187.893,5
24686,1034,1,131,44,1,1,1,25,52,1:28:01.283,5281283,45,3,1:29.238,237.652,1
24687,1034,830,9,33,3,2,2,19,52,+5.856,5287139,52,1,1:27.097,243.494,1
24688,1034,844,6,16,4,3,3,15,52,+18.474,5299757,49,9,1:29.813,236.130,1
24689,1034,817,4,3,8,4,4,12,52,+19.650,5300933,49,5,1:29.482,237.004,1
24690,1034,846,1,4,5,5,5,10,52,+22.277,5303560,41,12,1:30.058,235.488,1
24691,1034,839,4,31,9,6,6,8,52,+26.937,5308220,50,6,1:29.491,236.980,1
24692,1034,842,213,10,11,7,7,6,52,+31.188,5312471,52,7,1:29.603,236.684,1
24693,1034,848,9,23,12,8,8,4,52,+32.670,5313953,52,2,1:28.689,239.123,1
24694,1034,840,211,18,6,9,9,2,52,+37.311,5318594,44,13,1:30.475,234.402,1
24695,1034,20,6,5,10,10,10,1,52,+41.857,5323140,44,15,1:30.537,234.242,1
24696,1034,822,131,77,2,11,11,0,52,+42.167,5323450,41,4,1:29.265,237.580,1
24697,1034,847,3,63,20,12,12,0,52,+52.004,5333287,41,16,1:30.862,233.404,1
24698,1034,832,1,55,7,13,13,0,52,+53.370,5334653,47,10,1:29.948,235.776,1
24699,1034,841,51,99,15,14,14,0,52,+54.205,5335488,49,17,1:30.977,233.109,1
24700,1034,849,3,6,18,15,15,0,52,+54.549,5335832,44,14,1:30.501,234.335,1
24701,1034,154,210,8,17,16,16,0,52,+55.050,5336333,49,8,1:29.782,236.212,1
24702,1034,8,51,7,16,17,17,0,51,\N,\N,49,11,1:29.973,235.710,11
24703,1034,826,213,26,19,\N,18,0,11,\N,\N,11,18,1:32.443,229.412,3
24704,1034,825,210,20,14,\N,19,0,1,\N,\N,\N,0,\N,\N,4
24705,1034,807,211,27,13,\N,20,0,0,\N,\N,\N,0,\N,\N,131
24706,1035,830,9,33,4,1,1,25,52,1:19:41.993,4781993,46,2,1:29.465,237.049,1
24707,1035,1,131,44,2,2,2,19,52,+11.326,4793319,43,1,1:28.451,239.766,1
24708,1035,822,131,77,1,3,3,15,52,+19.231,4801224,44,4,1:29.765,236.256,1
24709,1035,844,6,16,8,4,4,12,52,+29.289,4811282,39,8,1:30.552,234.203,1
24710,1035,848,9,23,9,5,5,10,52,+39.146,4821139,46,3,1:29.477,237.017,1
24711,1035,840,211,18,6,6,6,8,52,+42.538,4824531,45,15,1:30.877,233.365,1
24712,1035,807,211,27,3,7,7,6,52,+55.951,4837944,52,6,1:30.087,235.412,1
24713,1035,839,4,31,14,8,8,4,52,+1:04.773,4846766,50,10,1:30.575,234.144,1
24714,1035,846,1,4,10,9,9,2,52,+1:05.544,4847537,49,11,1:30.698,233.826,1
24715,1035,826,213,26,16,10,10,1,52,+1:09.669,4851662,52,12,1:30.738,233.723,1
24716,1035,842,213,10,7,11,11,0,52,+1:10.642,4852635,52,7,1:30.092,235.399,1
24717,1035,20,6,5,11,12,12,0,52,+1:13.370,4855363,49,13,1:30.785,233.602,1
24718,1035,832,1,55,12,13,13,0,52,+1:14.070,4856063,49,9,1:30.556,234.193,1
24719,1035,817,4,3,5,14,14,0,51,\N,\N,39,16,1:31.168,232.621,11
24720,1035,8,51,7,20,15,15,0,51,\N,\N,30,18,1:31.756,231.130,11
24721,1035,154,210,8,13,16,16,0,51,\N,\N,51,14,1:30.793,233.581,11
24722,1035,841,51,99,19,17,17,0,51,\N,\N,37,19,1:31.826,230.954,11
24723,1035,847,3,63,15,18,18,0,51,\N,\N,50,17,1:31.408,232.010,11
24724,1035,849,3,6,18,19,19,0,51,\N,\N,48,5,1:29.950,235.770,11
24725,1035,825,210,20,17,\N,20,0,43,\N,\N,39,20,1:31.830,230.944,31
24726,1036,1,131,44,1,1,1,25,66,1:31:45.279,5505279,63,2,1:19.822,209.942,1
24727,1036,830,9,33,3,2,2,18,66,+24.177,5529456,53,4,1:21.477,205.677,1
24728,1036,822,131,77,2,3,3,16,66,+44.752,5550031,66,1,1:18.183,214.343,1
24729,1036,840,211,18,5,4,4,12,65,\N,\N,56,8,1:22.024,204.306,11
24730,1036,815,211,11,4,5,5,10,65,\N,\N,58,16,1:22.515,203.090,11
24731,1036,832,1,55,7,6,6,8,65,\N,\N,59,5,1:21.771,204.938,11
24732,1036,20,6,5,11,7,7,6,65,\N,\N,48,18,1:22.707,202.618,11
24733,1036,848,9,23,6,8,8,4,65,\N,\N,41,11,1:22.194,203.883,11
24734,1036,842,213,10,10,9,9,2,65,\N,\N,44,17,1:22.543,203.021,11
24735,1036,846,1,4,8,10,10,1,65,\N,\N,56,13,1:22.392,203.393,11
24736,1036,817,4,3,13,11,11,0,65,\N,\N,51,14,1:22.464,203.215,11
24737,1036,826,213,26,12,12,12,0,65,\N,\N,47,12,1:22.336,203.531,11
24738,1036,839,4,31,15,13,13,0,65,\N,\N,65,10,1:22.174,203.933,11
24739,1036,8,51,7,14,14,14,0,65,\N,\N,47,7,1:21.888,204.645,11
24740,1036,825,210,20,16,15,15,0,65,\N,\N,64,19,1:23.474,200.757,11
24741,1036,841,51,99,20,16,16,0,65,\N,\N,47,6,1:21.801,204.863,11
24742,1036,847,3,63,18,17,17,0,65,\N,\N,37,15,1:22.503,203.119,11
24743,1036,849,3,6,19,18,18,0,64,\N,\N,60,9,1:22.030,204.291,12
24744,1036,154,210,8,17,19,19,0,64,\N,\N,64,3,1:20.409,208.409,12
24745,1036,844,6,16,9,\N,20,0,38,\N,\N,35,20,1:23.968,199.576,40
24746,1037,1,131,44,1,1,1,25,44,1:24:08.761,5048761,28,2,1:47.758,233.990,1
24747,1037,822,131,77,2,2,2,18,44,+8.448,5057209,27,5,1:47.983,233.503,1
24748,1037,830,9,33,3,3,3,15,44,+15.455,5064216,27,8,1:48.305,232.809,1
24749,1037,817,4,3,4,4,4,13,44,+18.877,5067638,44,1,1:47.483,234.589,1
24750,1037,839,4,31,6,5,5,10,44,+40.650,5089411,44,10,1:48.540,232.305,1
24751,1037,848,9,23,5,6,6,8,44,+42.712,5091473,27,12,1:48.736,231.886,1
24752,1037,846,1,4,10,7,7,6,44,+43.774,5092535,39,11,1:48.552,232.279,1
24753,1037,842,213,10,12,8,8,4,44,+47.371,5096132,29,3,1:47.839,233.815,1
24754,1037,840,211,18,9,9,9,2,44,+52.603,5101364,34,13,1:49.136,231.036,1
24755,1037,815,211,11,8,10,10,1,44,+53.179,5101940,20,9,1:48.389,232.628,1
24756,1037,826,213,26,11,11,11,0,44,+1:10.200,5118961,28,15,1:49.832,229.572,1
24757,1037,8,51,7,16,12,12,0,44,+1:11.504,5120265,28,14,1:49.822,229.593,1
24758,1037,20,6,5,14,13,13,0,44,+1:12.894,5121655,31,16,1:49.958,229.309,1
24759,1037,844,6,16,13,14,14,0,44,+1:14.920,5123681,26,4,1:47.840,233.813,1
24760,1037,154,210,8,17,15,15,0,44,+1:16.793,5125554,28,17,1:50.018,229.184,1
24761,1037,849,3,6,19,16,16,0,44,+1:17.795,5126556,32,6,1:48.048,233.362,1
24762,1037,825,210,20,20,17,17,0,44,+1:25.540,5134301,37,7,1:48.083,233.287,1
24763,1037,841,51,99,18,\N,18,0,9,\N,\N,9,19,1:51.793,225.545,3
24764,1037,847,3,63,15,\N,19,0,9,\N,\N,5,18,1:51.754,225.624,138
24765,1037,832,1,55,7,\N,20,0,0,\N,\N,\N,0,\N,\N,43
24766,1038,842,213,10,10,1,1,25,53,1:47:06.056,6426056,34,6,1:24.037,248.162,1
24767,1038,832,1,55,3,2,2,18,53,+0.415,6426471,40,2,1:23.882,248.620,1
24768,1038,840,211,18,8,3,3,15,53,+3.358,6429414,42,3,1:23.897,248.576,1
24769,1038,846,1,4,6,4,4,12,53,+6.000,6432056,50,7,1:24.232,247.587,1
24770,1038,822,131,77,2,5,5,10,53,+7.108,6433164,51,5,1:23.961,248.386,1
24771,1038,817,4,3,7,6,6,8,53,+8.391,6434447,38,4,1:23.898,248.573,1
24772,1038,1,131,44,1,7,7,7,53,+17.245,6443301,34,1,1:22.746,252.033,1
24773,1038,839,4,31,12,8,8,4,53,+18.691,6444747,52,11,1:24.490,246.831,1
24774,1038,826,213,26,11,9,9,2,53,+22.208,6448264,44,10,1:24.479,246.863,1
24775,1038,815,211,11,4,10,10,1,53,+23.224,6449280,50,8,1:24.336,247.282,1
24776,1038,849,3,6,20,11,11,0,53,+32.876,6458932,39,16,1:24.999,245.353,1
24777,1038,154,210,8,16,12,12,0,53,+35.164,6461220,48,12,1:24.785,245.972,1
24778,1038,8,51,7,14,13,13,0,53,+36.312,6462368,29,13,1:24.835,245.827,1
24779,1038,847,3,63,19,14,14,0,53,+36.593,6462649,39,9,1:24.421,247.033,1
24780,1038,848,9,23,9,15,15,0,53,+37.533,6463589,48,15,1:24.926,245.564,1
24781,1038,841,51,99,18,16,16,0,53,+55.199,6481255,43,14,1:24.856,245.766,1
24782,1038,830,9,33,5,\N,17,0,30,\N,\N,10,17,1:25.539,243.804,131
24783,1038,844,6,16,13,\N,18,0,23,\N,\N,19,19,1:26.026,242.424,3
24784,1038,825,210,20,15,\N,19,0,17,\N,\N,10,18,1:25.787,243.099,131
24785,1038,20,6,5,17,\N,20,0,6,\N,\N,4,20,1:27.107,239.415,23
24786,1039,1,131,44,1,1,1,26,59,2:19:35.060,8375060,58,1,1:18.833,239.518,1
24787,1039,822,131,77,2,2,2,18,59,+4.880,8379940,53,2,1:19.432,237.712,1
24788,1039,848,9,23,4,3,3,15,59,+8.064,8383124,51,3,1:20.039,235.909,1
24789,1039,817,4,3,8,4,4,12,59,+10.417,8385477,57,4,1:20.426,234.774,1
24790,1039,815,211,11,7,5,5,10,59,+15.650,8390710,59,5,1:20.632,234.175,1
24791,1039,846,1,4,11,6,6,8,59,+18.883,8393943,59,7,1:21.198,232.542,1
24792,1039,826,213,26,12,7,7,6,59,+21.756,8396816,51,10,1:21.458,231.800,1
24793,1039,844,6,16,5,8,8,4,59,+28.345,8403405,50,9,1:21.229,232.453,1
24794,1039,8,51,7,13,9,9,2,59,+29.770,8404830,59,6,1:21.164,232.640,1
24795,1039,20,6,5,14,10,10,1,59,+29.983,8405043,59,8,1:21.202,232.531,1
24796,1039,847,3,63,18,11,11,0,59,+32.404,8407464,58,11,1:21.645,231.269,1
24797,1039,154,210,8,15,12,12,0,59,+42.036,8417096,59,13,1:22.263,229.532,1
24798,1039,840,211,18,6,\N,13,0,42,\N,\N,42,12,1:22.068,230.077,29
24799,1039,839,4,31,10,\N,14,0,7,\N,\N,6,15,2:11.793,143.270,23
24800,1039,849,3,6,19,\N,15,0,6,\N,\N,6,14,2:11.365,143.736,4
24801,1039,825,210,20,20,\N,16,0,5,\N,\N,4,17,2:13.812,141.108,4
24802,1039,841,51,99,17,\N,17,0,5,\N,\N,4,16,2:13.809,141.111,4
24803,1039,832,1,55,9,\N,18,0,5,\N,\N,5,18,2:14.103,140.802,4
24804,1039,830,9,33,3,\N,19,0,0,\N,\N,\N,0,\N,\N,4
24805,1039,842,213,10,16,\N,20,0,0,\N,\N,\N,0,\N,\N,4
24806,1040,822,131,77,3,1,1,26,53,1:34:00.364,5640364,51,1,1:37.030,216.972,1
